title,authors,orgs,source,year,volume,issue,pages,keywords,abstract,doi,cited_count,download_count,fund,classification,clc_code,url,uid
2019年-2024年西南某三甲医院骨科收治情况分析,庞宇① ; 冷艳② ; 冯刚① ; 邹静斐① ; 王小平① ; 成柠① ; ①.成都市第三人民医院 ; ②.四川省人民医院,,中国病案,2026,,,,骨科疾病 ; 住院患者 ; CMI ; 因子特征,目的 分析某三甲医院骨科系统疾病患者分布特征及手术分类分级情况，为骨科疾病防治与防控建设提供理论指导。方法 以全院和骨科住院患者为数据来源，从电子住院病案首页和住院病案管理系统提取2019年1月1日-2024年12月31日全院住院1 069 343份病案作为研究资料，其中骨科44 750份。观察患者年龄分布、平均住院日、手术分级、患者来源地、CMI值等主要指标，并与全院水平进行对比。结果 骨科CMI值显著低于全院水平(P<0.05)，平均住院日显著高于全院水平(P<0.05)；骨科患者年龄分布较全院水平更为集中，主要分布于51～70岁及31～50岁年龄段，小于10岁的低年龄段比例远低于全院水平，大于71岁的高年龄段比例低于全院水平；全院和骨科患者各自的年龄分布显示高年龄段患者比例逐年增高，有显著差异(P<0.05)；各年度骨科手术分级情况与全院水平差异均显著(P<0.05)；骨科患者来源地各年对比有显著差异(P<0.05)，异地来源患者占比达到50%左右，省外人次较少，国外患者人次更甚。结论 骨科收治高龄患者及异地患者呈增长趋势，患者年龄构成分布差异较大，...,,,,四川省科技计划应用基础研究项目（2023YJ0483）；,,R68,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF7D55gpNHk9FA2YjAyH447ugCiMPvkI6O7KbkdJxfa8QRNEpDjRQjMqGsYlQ3-kxbNhvcuD-IgZj7xV1E4MDzC1-knZ3JYVZQKKxoYf2ccdJeJhXMsHdFee0V5UWoo3kt4kO4lSHDAqaUD7yCsVB3bIHz2kkSmv_ykvO9Hf-3UuvA==&uniplatform=NZKPT&language=CHS,75295854be45
踝关节痛风性关节炎合并距骨骨软骨损伤关节镜下特点与疗效分析,温纪林 ; 李晓松 ; 李萌 ; 许争光 ; 沈云峰 ; 杨浩 ; 朱金富 ; 尹家辉 ; 严家取 ; 谭艳 ; 玉溪市中医医院骨伤一科,,中国骨与关节损伤杂志,2026,,,,踝关节 ; 痛风性关节炎 ; 距骨骨软骨损伤 ; 关节镜 ; 痛风结晶,目的 分析踝关节痛风性关节炎合并距骨骨软骨损伤的影像学表现及关节镜下特点，同时观察关节镜手术后早期临床疗效。方法 纳入自2022-10—2024-10采用关节镜手术治疗的10例踝关节痛风性关节炎合并距骨骨软骨损伤，与胫骨侧软骨相比，MRI T1像上距骨骨软骨变薄，软骨内信号增高，质地不均匀，软骨下骨髓水肿，严重者软骨下出现囊变或软骨骨折。关节镜下可见滑膜增生，增生滑膜中包含有不同程度的痛风石形成，痛风结晶被覆的距骨骨软骨为白色，失去润泽的外观，脆性明显增加，探针探查时弹性明显下降且容易破裂，痛风结晶较厚者距骨骨软骨外观异常更明显。结果 10例均获得随访，随访时间6～12个月，平均9个月。术后6个月3例痛风复发。术后1个月血尿酸323～547μmol/L，平均418.6μmol/L；术后6个月血尿酸334～511μmol/L，平均430.2μmol/L。术后1个月疼痛VAS评分1～5分，平均2.2分；术后6个月疼痛VAS评分2～6分，平均3分。术后1个月踝与后足功能AOFAS评分为78～95分，平均85.7分；术后6个月踝与后足功能AOFAS评分为82～96分，平均88.2分。结论 痛风...,,,,玉溪市中医医院院级科技计划项目（2022012）；,,R68,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF50jQIcI3k5Aoz9IQruRdQ4cxjKORKB0yJauXWGvx_1rPsndSs40lF9ipnwDM-rvSH5c1b4hGpYFK8UEn9l8_aObsNshiAJ3TtZiD0EpAE9SHy0Dntmo1uw3bAS1JDQs91silO7fXzLXFIdhMEM8UBkcy2ZhyFT6r5B2bGjh3vTNQ==&uniplatform=NZKPT&language=CHS,df87907bed77
人工智能在骨科领域的全景应用与研究进展,刘勃 ; 马文辉 ; 河北医科大学第三医院骨病科,,承德医学院学报,2026,,,,人工智能 ; 骨科 ; 深度学习 ; 手术机器人 ; 精准医疗,系统回顾近年来人工智能(AI)在骨科领域的应用与研究现状，为AI在骨科临床的转化应用与规范化研究提供参考。通过检索PubMed、Web of Science等数据库中近5年AI与骨科交叉领域的相关文献，从影像诊断、手术规划与导航、假体设计、预后预测、智能康复及生成式AI应用等维度进行归纳总结。结果显示近5年AI深度渗透骨科全诊疗流程，在骨折与骨病诊断、精准手术规划与导航、个性化假体研发、手术预后预测及智能康复中取得突破性进展，有效提升了诊疗精准度与效率，但仍存在数据标准不统一、模型可解释性不足、多中心验证缺乏、监管体系不完善等问题。总之，AI为骨科诊疗模式向精准化、个体化、智能化转型提供了核心驱动力，但未来需突破技术与临床转化瓶颈，加强多学科协作与标准化建设，推动AI技术在骨科领域的普惠化、规范化应用。,10.15921/j.cnki.cyxb.2026.04.012,,,,,R68,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF7kwYghsREYEUiR4rSGU4Pm9i0SDjqkpHIplol9uyOJiy4Dg2MjHHa9Fnx_9YPCyOuft_FEKChutzQIwR1CcaxeAuzXhwK_YwfNjvyx9U9IqD3XlNLbhSlnE-JtfDe-9gQhfgBsyogMHqekTgPtIPMa13TiZinF076ZL2qr9_TgEQ==&uniplatform=NZKPT&language=CHS,ffbf5f747d43
踝关节牵引FSE-PD-BLADE序列MRI对距骨骨软骨损伤分级诊断的价值,米克热娜依·买买提江 ; 郭美 ; 王元霏 ; 新疆医科大学第六附属医院放射影像科,,中国CT和MRI杂志,2026,,,,踝关节牵引核磁共振检查 ; 距骨软骨损伤 ; Griffith评分 ; 快速自旋回波质子像序列 ; 踝关节牵引,"目的 探讨踝关节牵引快速自旋回波质子像序列(FSE-PD-BLADE)磁共振(MR)成像对距骨软骨损伤(OLT)分级诊断的价值。方法 选取并分析2022年1月至2024年1月在我院因距骨软骨损伤而收治的49例患者及其临床资料,所有患者均于术前完成MR检查,并以关节镜手术诊断分级作为金标准,对比快速自旋回波质子像序列(FSE-PD-BLADE)、踝关节牵引FSE-PD-BLADE序列下诊断符合率、Kappa值、距骨软骨厚度测量值、间隙测量值、G riffith评分情况。结果 踝关节牵引FSE-PD-BLADE序列诊断软骨损伤分级的诊断符合率为85.71%(42/49),高于FSE-PD-BLADE序列69.39%(34/49)(χ2=4.764,P=0.029);踝关节牵引FSE-PD-BLADE序列诊断软骨损伤分级的Kappa值为0.810,高于FSE-PD-BLADE序列Kappa值0.594。两种扫描序列距骨软骨内侧、外侧厚度测量值均高于中心测量值(P<0.05),踝关节牵引FSE-PD-BLADE序列距骨中心软骨厚度高于FSE-PD-BLADE序列(P<0.05)。踝...",,,,,,R68,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF5TO4a3d9JJouANr1PGyP4T56Y7qdb1Plie1TsAsa2Ihim1ZdsfHep_l2aNS67Kt0a7l-ISVghcSQn32P3NEj1Xy-i65JVP-i8A49XPgqYsnp6r1DKYQwRjglpYfAIPZ9Jw31aDEEuCjIij04AaIkssmBGsph9QpaB8HM-oRt43XQ==&uniplatform=NZKPT&language=CHS,33dac67be5e8
中西结合解骨疾，科学防治护健康——访江西中医药大学第二附属医院骨伤科 丁剑,饶春垚(策划) ; 郭绪书 ; 张辰玥(整理) ; 杨艺(整理),,家庭百事通,2026,,,,,<正>骨骼是人体的“钢筋”，支撑着我们的每一次行走、奔跑与劳作。随着生活方式的转变，颈肩腰腿痛、骨关节退变、运动损伤、儿童骨骼问题等已成为困扰大众的健康难题。传统中医骨伤治疗历经千年传承，在正骨复位、中药调理、康复养护方面独具优势，而现代骨科技术则能精准解决复杂器质性病变，两者结合为骨科疾病的诊疗带来了更优的解决方案。本次访谈，我们有幸邀请到从事骨科临床工作近30年的副主任中医师丁剑。丁医生就职于江西中医药大学第二附属医院，深耕骨科一线，具有扎实的中医理论功底与娴熟的现代骨科手术技能，同时身兼中国骨科医师协会常委、江西省中医学会小儿骨科分会常委等多项学术职务，特别是在脊柱微创的中西医结合诊疗方面积累了极为丰富的临床经验。今天，丁医生将围绕大众最关心的骨科疾病防治问题，结合临床实例，为我们带来专业、实用的健康指导。,,,,,,R68,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF7T1VhlJrHiQTtfREdiH5CSKuXLaSU_ZETznR8Ix0cf_ukeRy-yNJqV1KzNHkPfvmxeBjvPOe3lyVBABKGMaErLGmc5S1yzYXJvo-Q7mTu_Eac3MZbTIzuBP74fd6dCuLXLMyRz7nypV-OGCUCLq2Lh6087xmwfkupJvxEc5FrJuQ==&uniplatform=NZKPT&language=CHS,a5e89a599915
多孔硫酸钙复合骨基质的理化与成骨特性的研究,"厉锋1,2 ; 李小鹏1 ; 崔航恺1,2 ; 赵晓栋1 ; 王其尊3 ; 刘大勇1 ; 焦浩宇1,2 ; 张晓霖1,2 ; 吴晓淋3 ; 1.潍坊市人民医院脊柱外科 ; 2.山东第二医科大学 ; 3.青岛大学附属医院骨科",,中国矫形外科杂志,2026,,,,脱矿骨基质 ; 硫酸钙 ; 复合材料 ; 骨髓间充质干细胞 ; 骨缺损修复,"[目的]制备不同比例的脱矿骨基质（demineralized bone matrix, DBM）/硫酸钙（calcium sulfate, CS）复合材料，筛选最佳配比，并探讨其理化特性，以及对大鼠骨髓间充质干细胞成骨分化及大鼠股骨缺损修复的影响。[方法]采用溶胶-凝胶与颗粒滤沥法制备含30%、50%、70%DBM（质量分数）的DBM/CS复合材料，以纯CS为对照材料。检测材料的微观结构、孔隙率、压缩强度及体外降解性能。将相应材料加入大鼠骨髓间充质干细胞（bone marrow mesenchymal stem cells, BMSCs）培养，检测细胞增殖（CCK-8）、碱性磷酸酶（alkaline phosphatase, ALP）活性、成骨基因（Runx2, OCN）表达及矿化能力。建立大鼠股骨髁临界尺寸骨缺损模型，植入材料后于12周行Micro-CT和组织学检测。[结果]复合材料中DBM颗粒均匀分布于CS基质中，二者结合紧密，平均孔径分布在200～400μm。复合材料保留了CS和胶原的特征峰，主要为物理结合。随着DBM含量的增加，孔隙率显著上升，而压缩强度呈下降趋势。模拟体液（s...",10.20184/j.cnki.Issn1005-8478.130105,,,山东省医药卫生科技发展计划项目(编号:202204070285)；,,R68,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF5bD0PIv0O8LofLHn_vlbSoVP4E4c3TzYXhAnzsmAMxWcZYx55dOh9E_BX-ppieqTeeLnEr51NfYsfcwAKhe539GusI8n1sWItWSS7uVJG1kuiUL59I4IIqxHEptXCvGMhctbexBCbwo3X4J6G8wxgXjPauIFzRkZPeuQCZdJof_w==&uniplatform=NZKPT&language=CHS,9e69bfa2b4a7
中国食品药品企业质量安全促进会《自体骨组织库》团体标准的解读,陵廷贤1 ; 陈小川2 ; 周宗科1 ; 1.四川大学华西医院骨科,,骨科临床与研究杂志,2026,,,,,中国食品药品企业质量安全促进会于2025年5月26日发布了《自体骨组织库》团体标准，适用于自体骨组织库的建设和管理，规定了建设和运行自体骨组织库所需的总体原则、质量管理体系和基础设施设备，规范了自体骨组织收集、处理、储存、包装与灭菌、标签标识及随行文件、分发、使用和废弃等环节的操作流程等。对《自体骨组织库》团体标准进行解读，有助于建设及运行自体骨组织库，期望能提升区域自体骨组织保存与应用能力，解决临床骨资源紧缺的难题。,,,,,,R68,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF5bD0PIv0O8LofLHn_vlbSoVP4E4c3TzYVmMiVGlcUzmA0JtV0hAYYz3Dha7nIQ64WT-RtfP99h7OJnSQf9jDbbO-q7-Eh2Fv77KXyzaC4aR7E7QuDO7GCY8fW2eqoOwKnT5aWyGRzwpqJve87mk7d7pisWM1mYSApwMRdNFc1y-g==&uniplatform=NZKPT&language=CHS,3571162e0b73
崴脚不是小事,张强 ; 延安市第二人民医院,,健康必读,2026,,,,,<正>走楼梯时踏空台阶、运动时突然变向、穿高跟鞋踩在不平路面……生活中“崴脚”是再常见不过的意外。很多人觉得“崴脚只是小伤，忍忍就好”，要么揉一揉、敷点热水，要么继续正常活动，直到疼痛反复、脚踝变肿甚至出现走路不稳的情况，才意识到问题的严重性。事实上，崴脚若处理不当，可能引发慢性疼痛、踝关节不稳等后遗症，严重时还会影响日常行走与运动能力。这份“全流程”指南将从急性处理到康复训练，教你科学应对崴脚，避免小伤拖成大问题。本文将为大家讲解崴脚背后的关节损伤机理，详细讲解扭伤急性期急救处置、恢复期养护要点与专业康复训练方案，希望这份完整的全流程护理指南，能教大家科学处理崴脚损伤。,,,,,,R68,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF4BazU29yKRrO0nKyChJ8O2LCWWrPfBGbFz_rYQdtXSXMkyeqr2uUleg0nZ5QOTrmv9zI-Un7VJzUDG0V6KxYxCzJ_z8WxKJggmsK8XOutGQXgZsM_Bfc3UMdq6SUYni-pRBGaiRTTZ92DCGL-qtlqTXKZMIsHtS-xecklCXsRHCg==&uniplatform=NZKPT&language=CHS,cef4f9eaa4ad
基于表面肌电的咏春拳小念头练习对肩颈疲劳恢复效果评估,王鹤名1 ; 杨祥全2 ; 1.泰山科技学院竞技体育中心 ; 2.云南民族大学体育学院,,武术研究,2026,,,,表面肌电 ; 咏春拳小念头 ; 肩颈疲劳 ; 肌肉疲劳恢复,文章通过表面肌电信号分析的方法，定量评估了咏春拳小念头练习对肩颈肌肉疲劳的缓解效果。研究表明，短时咏春拳小念头练习可显著缓解肩颈疲劳，其简便性契合办公室人群需求，为运动干预肩颈亚健康提供了科学依据。,10.13293/j.cnki.wskx.011794,,,,,R68,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF5nNwxh5lo_KEZsLnIpTbijZ-LI43u-hlAIrob_tP0aefjbwnINLl6qqaKHf3LEHXoanTQbiDDhCbCPGkoiuGYa7oJbYf_IaGwpfayA-b3tvzMYjx7ZUAKkaaRMUkB4meRGL8kH5l3asymzf2BcQRVxV0ilkhwLwlYX9i1uBfuzcg==&uniplatform=NZKPT&language=CHS,27e4334d2300
基于Caprini风险评估模型的药物干预对骨科患者静脉血栓的防治效果,刘燕青a ; 刘全喜b ; a.焦作煤业(集团)有限责任公司中央医院临床药学科 ; b.焦作煤业(集团)有限责任公司中央医院骨科,,河南医学研究,2026,,,,静脉血栓栓塞症 ; Caprini风险评估模型 ; 骨科 ; 达比加群酯,目的 分析基于Caprini风险评估模型的药物干预用于骨科患者静脉血栓栓塞症(VTE)防治的效果。方法 选择焦作煤业(集团)有限责任公司中央医院2023年4月至2024年4月收治的120例骨科患者，经随机抽签法分为两组，对照组与观察组各60例。对照组按照科室既往模式进行VTE管理;观察组严格按照Caprini风险评估量表，根据风险等级进行合理预防，对高危与极高危患者给予达比加群酯治疗。比较两组临床效果。结果 与对照组相比，观察组VTE发生率相对较低(P<0.05);治疗后，观察组活化部分凝血活酶时间(APTT)、凝血酶原时间(PT)、凝血酶时间(TT)水平较高(P<0.05)，纤维蛋白原(FIB)、D-二聚体水平较低(P<0.05);治疗前后，不同组别患者的血常规指标对比，差异均无统计学意义(P > 0.05);不同组别不良反应发生率对比，差异无统计学意义(P > 0.05)。结论 基于Caprini风险评估模型的药物干预，能降低骨科患者VTE的发生风险，并改善其凝血功能，安全性尚可。,,,,,,R68,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF4OX1RIHvzTEmaqQKv3Pzb3SIPqSMep5xfoWBZWfRtYwngfAsfhWap1EobM-DQ82jEfeg_q5fSOKk-2mTIsV1-XyrX_nHkd9AzmIq62FZ2Z-N1mL3872p1O1W1MEH4Lo-ooPaLfBgo-wNoQxF0zrJGCIUaZEFHVMcS6zPS75b_Wkw==&uniplatform=NZKPT&language=CHS,287a18b5958a
肌骨系统与神经系统症状鉴别的临床挑战与最新进展,王丹1 ; 姚茜2 ; 姜丽丽1 ; 樊闯1 ; 吴国程1 ; 刘欣3 ; 1.中国人民解放军联勤保障部队兴城特勤疗养中心中医科 ; 2.中国人民解放军联勤保障部队兴城特勤疗养中心疗养六科 ; 3.中国人民解放军联勤保障部队兴城特勤疗养中心理疗科,,中国疗养医学,2026,,,,肌骨系统疾病 ; 神经系统疾病 ; 鉴别诊断 ; 整合诊断,肌骨系统与神经系统疾病在临床表现上相互交织且缺乏明确的指向性，常致诊疗延误。这一困境的根源在于感觉运动传导通路的解剖连续性、肌骨与神经病变常互为因果或彼此叠加，以及现有的专科化诊疗模式面对跨系统的复杂症状时整合认识不足。本文从解剖生理基础入手，在梳理两类疾病症状重叠的内在逻辑、聚焦临床实践中反复出现的几类核心难点的基础上，围绕近年来神经影像技术的精细化、神经电生理的定量化、体液标志物的临床应用，以及人工智能辅助决策系统的进展，作了重点综述。最终提出一个“解剖定位—病理定性—功能评估—治疗响应”的四维整合框架，强调多学科协作与纵向动态观察在破解这一难题中的关键作用。希望能为临床医生提供一套相对清晰、可操作的鉴别思路，也为后续机制导向型诊断技术的研发，提供参考方向。,10.13517/j.cnki.ccm.2026.08.016,,,兴城特勤疗养中心2024年度科研项目卫生保健专项科研课题（24YG006）；,,R68,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF7D0kITMRLwIPqELULj9ffrtHC74E011VVIz9Yh55qCjcoc5Mn_dXfCeQ3Br8RBqIRVnkDPTYXmRpLqNoj-KIjLsSuuwi8aQeLLZaqkABZW5gyGuGpk8pEM6w-OxiPlTnV7lldMrsBzSpLCiGKtnKUxQp5ZYEYichQKm09oMKCW2w==&uniplatform=NZKPT&language=CHS,9c2df1129777
股方肌体素内不相干运动扩散加权成像联合T2*值定量评估坐骨股骨撞击综合征的价值研究,赵丹丹 ; 刘玥 ; 江光前 ; 张德文 ; 万兵 ; 三峡大学附属仁和医院放射科,,临床放射学杂志,2026,,,,坐骨股骨撞击综合征 ; 股方肌 ; 磁共振成像 ; 体素内不相干运动扩散加权成像 ; 脂肪分析计算技术,目的 探讨股方肌的体素内不相干运动扩散加权成像（IVIM-DWI）定量参数和T2*值在坐骨股骨撞击综合征（IFI）、疑似IFI、健康人群的差异及其与IFI形态学参数的相关性，并从多个参数中筛选出IFI的独立影响因素。方法 回顾性分析三峡大学附属仁和医院的128例股方肌检查，分为IFI组（37例）、疑似IFI组（48例）及健康对照组（43名）。采用IVIM-DWI和脂肪分析计算技术（FACT）扫描股方肌并测量参数D、D*、f、rBF及T2*值，比较三组的多模态MRI参数差异，分析这些参数与坐骨股骨间隙（IFS）、股方肌间隙（QFS）及视觉模拟评分（VAS）的相关性。结果 三组比较显示：D、D*、f、T2*值的差异均具有统计学意义（P<0.05）；事后成对比较显示：观察组的D、D*值均高于对照组和疑似组的，疑似组的D值高于对照组的，观察组的f、T2*,10.13437/j.cnki.jcr.2026.08.012,,,2024年度湖北省教育厅科学研究计划指导性项目（编号：B2024023）；,,R68,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF42YDiPKSPu3aaAe6A8znkqoi8LSvxYiSXt9cIuBxaGyoHBoLg8jHrmDrBxp8-6nxewfnwfkQMrC1bhru1s_sZsC_RbWK5Uxhq0wOJ5yNvdDu6g_qok24yta1xhLaczKElX1E9eXAWWT02oH0Rd-u1I7Eqri3pmrB6I_-A1fNxiPA==&uniplatform=NZKPT&language=CHS,90b2b1c5d451
常见骨病防治，骨科医生支招,应华 ; 上海交通大学医学院附属第九人民医院骨科,,健康必读,2026,,,,,<正>骨骼系统是人体的重要支撑结构，骨病直接影响到人们日常的行动，严重影响生活质量。骨质疏松、颈椎病、腰椎间盘突出症等骨骼疾病因人口老龄化以及人们生活方式的改变，发病率逐年呈现上升趋势，常见骨病具有哪些临床表现？应当如何进行预防和治疗？本文将为您详细阐述。常见骨病症状骨质疏松症状。早期骨质疏松者可能无明显临床表现，因此被称为“寂静的流行病”。其主要临床表现为腰背疼痛，负重和活动后加重，卧床休息后减轻，严重者身高缩短，当年度身高缩短值达到或超过3厘米时应高度警惕骨质疏松症。脊柱形态改变是其重要特征，患者可表现出脊柱后凸、脊柱侧弯等症状；最严重的后果是出现脆性骨折，“轻微外力”以及咳嗽、打喷嚏等动作，都可能导致椎体、髋部、腹部等部位脆性骨折。,,,,,,R68,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF6BJhb8MLffT82q-EpP2zjEfV6XWTbfy7GfkeZGBhsVNirPEfTC4cqqWu6shgzIRgRExsZ9RSVKBLUsCoPrO4wCokuQhfXtidQPThVJ-aVMUCcz72wcFoD0Fiy_8R55-iYlLSdWwvj3FMg_3YvAr9HLSuePbfbt_enJrGpkaAMimA==&uniplatform=NZKPT&language=CHS,d6a15691ece8
